id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm8026,Mickey's Trailer,MOVIE,"Goofy's in the driver's seat, Mickey's in the kitchen, and Donald's in bed in Mickey's high-tech house trailer. When Goofy comes back to eat breakfast, leaving the car on autopilot, it takes them onto a dangerous closed mountain road. When Goofy realizes this, he accidentally unhooks the trailer, sending it on a perilous route. They come very close to disaster several times, while the oblivious Goofy drives on and hooks back up to them.",1938,,7,['comedy'],['US'],,,,,9.619,7.32
tm4844,Santa's Workshop,MOVIE,Santa's little helpers must hurry to finish the toys before Christmas Day.,1932,,7,['animation'],['US'],,,,,8.984,6.568
tm4759,Flowers and Trees,MOVIE,A jealous stump threatens two trees that are in love by starting a forest fire. When the rain comes and puts out the fire the forest revives and celebrates the wedding.,1932,,8,['animation'],['US'],,,,,8.141,6.7
tm330224,The Ugly Duckling,MOVIE,An outcast duckling's search for a family to accept him leads to constant rejection before learning his true identity as a swan.,1939,,9,['comedy'],['US'],,,,,8.072,6.952
tm103794,The Grasshopper and the Ants,MOVIE,"As in the classic fable, the grasshopper plays his fiddle and lives for the moment, while the industrious ants squirrel away massive amounts of food for the winter. With his song, he's able to convince at least one small ant until the queen arrives and scares him back to work. The queen warns the grasshopper of the trouble he'll be in, come winter. Winter comes, and the grasshopper, near starvation, stumbles across the ants, who are having a full-on feast in their snug little tree. They take him in and warm him up. The queen tells him only those who work can eat so he must play for them. Written by Jon Reeves",1934,,8,['animation'],['US'],,,,,6.795,6.489
tm63024,The Old Mill,MOVIE,"Night in an old mill is dramatically depicted in this Oscar-winning short in which the frightened occupants, including birds, timid mice, owls, and other creatures try to stay safe and dry as a storm approaches. As the thunderstorm worsens, the mill wheel begins to turn and the whole mill threatens to blow apart until at last the storm subsides.",1937,,9,['thriller'],['US'],,,,,6.723,7.351
tm165357,The Band Concert,MOVIE,"Mickey is trying to lead a concert of The William Tell Overture, but he's continually disrupted by ice cream vendor Donald, who uses a seemingly endless supply of flutes to play Turkey in the Straw instead. After Donald gives up, a bee comes along and causes his own havoc. The band then reaches the Storm sequence, and the weather also starts to pick up; a tornado comes along, but they keep playing.",1935,,9,['comedy'],['US'],,,,,6.498,7.208
tm161054,Beach Picnic,MOVIE,"Donald Duck is at the beach and tries to ride a rubber horse. He notices Pluto sleeping at the shore and decides to have some fun with him by sending the rubber horse over to Pluto which completely mesmerizes him. Meanwhile, a tribe of ants abduct Donald's picnic lunch. Donald lays out fly paper to stop the ants. Pluto follows one of the ants and, of course, he and later Donald become enmeshed in the fly paper",1939,,8,['animation'],['US'],,,,,6.398,6.3
tm7516,Brave Little Tailor,MOVIE,"When a giant threatens the land, the cityfolk mistake Mickey's boast of killing seven flies with one blow to be giants. He is then forced to fight the giant for real.",1938,,9,"['fantasy', 'animation']",['US'],,,,,6.123,6.952
tm76217,Mr. Mouse Takes a Trip,MOVIE,"Mickey is heading out on vacation from Burbank to Pomona, taking the train. The conductor, Pete, won't let him on with Pluto, so he hides Pluto in his suitcase, and tries to hide him all throughout the trip without much luck. But Pete wins when Pluto is hooked by a mail hook. Or does he?",1940,,8,['comedy'],['US'],,,,,5.622,6.563
tm74440,Mickey's Birthday Party,MOVIE,"The gang throws Mickey a surprise birthday party; his present is an electric organ, which Minnie plays while Mickey does a jazzy dance. Goofy bakes the cake, but keeps having trouble with it falling. The gang does a conga line to a Latin tune.",1942,,8,['comedy'],['US'],,,,,5.611,6.158
tm71199,How to Fish,MOVIE,"Goofy's demonstration of fishing is fouled up by his clumsy casting and fly fishing, and problems with his boat.",1942,,7,"['comedy', 'family', 'animation']",['US'],,,,,5.584,6.5
tm78018,Chef Donald,MOVIE,Donald decides to try cooking along with a radio show.,1941,,7,['animation'],['US'],,,,,5.578,6.81
tm97393,The Wise Little Hen,MOVIE,"Join Donald Duck in his debut in the classic animated short The Wise Little Hen. The Little Hen is planting corn and would like to have help from Peter Pig and Donald Duck, but they refuse stating they each have a ""tummy ache."" When it comes time to harvest the corn, Peter Pig and Donald still refuse to help the Hen, so she and her chicks do the harvest by themselves. Finally, the hen cooks the corn and offers some to Donald and Peter Pig, but when they look more carefully they discover a surprise.",1934,,8,['animation'],['US'],,,,,5.506,6.4
tm64663,Clock Cleaners,MOVIE,"It's time to laugh like crazy as Mickey, Goofy and Donald fight against raging gears, twisted springs, deafening bells and a sleeping stork. Watch them reach new heights of humor as their valiant efforts to clean a bell tower turn into a real circus!",1937,,9,['animation'],['US'],,,,,5.502,7.0
tm112317,Three Blind Mouseketeers,MOVIE,"As the title implies, the three blind mice are musketeers. The cat sets a number of traps for them, which they all evade (apparently without realizing it) while he sleeps. The cat eventually wakes up and begins chasing them unsuccessfully, thanks to their teamwork.",1936,,9,['animation'],['US'],,,,,5.468,6.583
tm160443,On Ice,MOVIE,Mickey shows off his ice-skating skills to Minnie; Goofy does some unconventional ice fishing; Donald straps skates to Pluto and laughs at his attempts to skate. Donald gets strapped to a kite and is about to be swept over a waterfall when Mickey pulls off an heroic rescue.,1935,,8,['animation'],['US'],,,,,5.422,6.636
tm94578,Chip an' Dale,MOVIE,"Donald needs a log for his fire. Unfortunately, the one he picks is occupied by a couple of chipmunks and their stash of acorns. When he cuts it down, Chip and Dale fall out, but their acorns stay behind, so they work at putting out Donald's fire and retrieving their stash. Donald, of course, takes this as calmly and cheerfully as you would expect.",1947,,7,"['animation', 'family']",['US'],,,,,5.184,6.7
tm82574,The Little Whirlwind,MOVIE,"Mickey wants some of the cake Minnie has just baked, so he offers to clean up her yard. As he's working, a tiny tornado (smaller than him) with a mind of its own comes along and causes trouble. After Mickey finally chases the little twister off, it gets its big brother, which makes a grand mess of the yard. Most of the cartoon, except for the opening and closing, has no dialogue.",1941,,8,['comedy'],['US'],,,,,5.15,6.25
tm116172,Thru The Mirror,MOVIE,"Mickey has been reading Alice in Wonderland, and falls asleep. He finds himself on the other side of the mirror, where the furniture is alive. He eats a walnut, which makes him briefly larger, then small. He dances around a lot, ultimately doing a major number with a deck of cards. He dances with the queen, making the king jealous. He comes after Mickey with swords, and Mickey defends himself with a sewing needle. Mickey gets the upper hand, and the king calls for reinforcements. Mickey finds himself chased by several decks, which throw their spots at him. He turns on a fan and blows them away, back through the mirror, where his alarm is ringing.",1936,,9,['animation'],['US'],,,,,5.108,7.298
tm141685,Ye Olden Days,MOVIE,"The princess is to wed the Prince against her wishes. When she refuses, the king locks her in the tower. Minstrel Mickey sees her and rescues her, making a rope from the clothes of lady-in-waiting Clarabell. The king spots them and prepares to chop off Mickey's head until Minnie intercedes. The king calls for a joust. Mickey wins and they live happily ever after.",1933,,8,['animation'],['US'],,,,,5.101,6.227
tm161340,The Golden Touch,MOVIE,"King Midas is visited by an elf; the elf turns his cat to gold, then claps his hands and it changes back. Midas begs for the golden touch, but the elf warns him it would be a curse to him. Midas insists. He dances about joyfully at first, but discovers the drawbacks when he sits down to dinner. Fearing death by starvation, he summons the elf and agrees to surrender everything he owns to have the curse lifted.",1935,,10,['comedy'],['US'],,,,,5.054,6.464
tm110541,Mickey's Rival,MOVIE,"Minnie's old friend, Mortimer Mouse, drops in on Mickey and Minnie's picnic. His practical jokes and coming on to Minnie soon have Mickey stewing, and their car isn't happy either. When Mortimer gets a nearby bull enraged and takes off, the car comes to the rescue after Mickey gets tangled up in a red blanket.",1936,,8,"['romance', 'animation']",['US'],,,,,4.781,6.25
tm112420,Three Little Wolves,MOVIE,Two little pigs cry wolf on their brother and then an actual wolf comes.,1936,,9,['animation'],['US'],,,,,4.722,6.7
tm71616,How to Swim,MOVIE,Goofy's plans to give a swimming lesson and enjoy a day at the beach go awry.,1942,,8,['animation'],['US'],,,,,4.677,6.7
tm8162,Donald's Golf Game,MOVIE,"Donald Duck tries to exhibit his golfing ability to his nephews only to have them tease him with sneezes, noises and ""trick"" clubs. Finally, they put a grasshopper in a ball and it ""jumps"" all over.",1938,,8,['animation'],['US'],,,,,4.631,6.012
tm64710,Pluto's Sweater,MOVIE,"Minnie Mouse knits a sweater for Pluto. When she puts it on him, Pluto does whatever he can to try to get it off, eventually shrinking it to the perfect size for Figaro.",1949,,7,['animation'],['US'],,,,,4.626,6.9
tm75668,Mr. Duck Steps Out,MOVIE,"Donald visits the house of his new love interest for their first known date. At first Daisy acts shy and has her back turned to her visitor. But Donald soon notices her tailfeathers taking the form of a hand and signaling for him to come closer. But their time alone is soon interrupted by Huey, Dewey and Louie who have followed their uncle and clearly compete with him for the attention of Daisy. Uncle and nephews take turns dancing the jitterbug with her while trying to get rid of each other. In their final effort the three younger Ducks feed their uncle maize in the process of becoming popcorn. The process is completed within Donald himself who continues to move wildly around the house while maintaining the appearance of dancing. The short ends with an impressed Daisy showering her new lover with kisses",1940,,8,['animation'],['US'],,,,,4.534,6.393
tm87845,Lend a Paw,MOVIE,"Jealous over Mickey's attention to a kitten, Pluto's devil-self argues with his angel-self over whether or not to rescue the kitten when it falls into a well.  The angel-self wins, and Pluto is treated like a hero.  In the end, he and the kitten become friends.",1941,G,8,['animation'],['US'],,,,,4.52,6.783
tm113865,Donald's Tire Trouble,MOVIE,"Donald, driving in the country, is frustrated in his attempts to fix a flat tire. The jack breaks, the radiator explodes, then the remaining three tires go flat. Donald gives up in disgust and drives on with the flats. The film features references to the rubber shortage during World War II.",1943,,7,['comedy'],['US'],,,,,4.442,6.35
tm62513,All in a Nutshell,MOVIE,"Donald steals Chip and Dale's nuts for his nut-butter shop, which is shaped like a giant walnut, Chip and Dale, roll and ""shoot"" Donald into a nearby lake.",1949,,7,['animation'],['US'],,,,,4.423,6.81
tm116154,Toby Tortoise Returns,MOVIE,"Toby Tortoise is back, and this time he and Max Hare box instead of racing.",1936,,7,['animation'],['US'],,,,,4.366,6.1
tm63504,Trailer Horn,MOVIE,"Donald and the chipmunks, Chip and Dale, are after each other again, this time when they come upon Donald vacationing in a trailer. When he goes swimming, they fool him by moving the diving board and end up wrecking his car.",1950,G,6,['animation'],['US'],,,,,4.361,6.429
tm160483,Society Dog Show,MOVIE,"Rather out of place at a swanky dog show, Pluto flirts with Fifi, a dainty Pekingese. The judge orders Mickey and Pluto to leave, but when a fire breaks out Pluto rescues Fifi and is proclaimed a hero.",1939,,8,['comedy'],['US'],,,,,4.159,6.341
tm7466,Mickey and the Seal,MOVIE,"Mickey accidentally takes a seal home, after it sneaks into his picnic basket. When Mickey takes a bath, the seal is discovered and Mickey returns him to the park. Later, however, Mickey and Pluto discover that the bathroom is filled with seals!",1948,,7,['comedy'],['US'],,,,,4.112,6.789
tm65604,Hawaiian Holiday,MOVIE,"Mickey, Donald, Goofy, and Pluto experience all that Hawaii has to offer. Donald tries hula dancing, Pluto explores the beach and Goofy takes up surfing!",1937,G,8,['animation'],['US'],,,,,4.05,6.559
tm65788,Food for Feudin',MOVIE,"Chip and Dale are busy collecting nuts and hiding them in a tree, when Pluto comes along and tries to hide his bone in the same tree. When all of the nuts end up in Pluto's dog house, Chip and Dale must come up with a way to get the nuts back.",1950,,7,['animation'],['US'],,,,,4.021,6.34
tm72295,The Olympic Champ,MOVIE,A narrator explains the history of the Olympic Games while Goofy demonstrates events.,1942,,7,['comedy'],['US'],,,,,3.861,6.61
tm7478,Boat Builders,MOVIE,"Mickey buys a boat kit, and enlists Goofy and Donald to help assemble it. The plans say, ""so simple a child could do it"", so of course, they have their share of troubles. But before long, they're ready to launch the Queen Minnie, with appropriate fanfare, at which time, all the collapsible parts collapse.",1938,,7,['animation'],['US'],,,,,3.836,6.982
tm74410,Tugboat Mickey,MOVIE,"Mickey is performing routine maintenance on his tugboat (with interference from a pelican) when a call comes on the radio that there's a sinking ship needing assistance. Sadly, Mickey's crew consists of Donald and Goofy, so getting underway to help is not easy. Goofy has to fight a boiler's door to get it stoked with coal (and when he succeeds, he overfills it) and Donald gets tangled up in the machinery. Not to mention that nobody casts off, so they drag half the dock along with them. The overworked boiler soon explodes.",1940,,7,['animation'],['US'],,,,,3.785,6.22
tm76325,Donald's Dog Laundry,MOVIE,"With a rubber bone as a lure, Donald Duck tries to entice Pluto to try his mechanical dog washer. When the bone gives Pluto trouble, Donald tries a toy cat as a lure only to unexpectedly fall into the washer himself, get scrubbed and then hung out on the line to dry.",1940,,8,['animation'],['US'],,,,,3.759,6.283
tm1454,A Knight for a Day,MOVIE,"By accident, Cedric (Goofy), replaces his master, Sir Loinsteak, in the armor just before the joust with champion Sir Cumference.",1946,,7,['animation'],['US'],,,,,3.637,6.541
tm84573,The Art of Skiing,MOVIE,"Goofy, staying at the Sugar Bowl resort, demonstrates the basics of downhill skiing, which the titles and announcer insist is pronounced ""SHEEing"". The equipment is, of course, of the era. As you can imagine, Goofy has much trouble keeping his skis parallel and pointing downhill. The final ski jump conveniently lands Goofy right back in bed.",1941,,8,['animation'],['US'],,,,,3.337,7.034
tm67092,Winter Storage,MOVIE,"It's October 7th and Chip is working industriously to store enough acorns in the tree for the winter. Dale would rather sleep in his matchbox, but an angry kick from Chip gets him working furiously. But there's only so much they can do. Their tree is nearly out of acorns. Luckily, the two semi-intelligible chipmunks happen to see the half-unintelligible Donald Duck, a park ranger, planting acorns. They immediately set to steal his bag of the precious nuts. Donald soon realizes what they are up to, and sets out a box propped up with a stick. It's a crude trap, with an acorn as bait; but it's not too crude to fool Dale, who upsets it and traps Chip. Soon, Donald finds he can have fun instigating a fight between these two quarrelsome chipmunks, but he underestimates their friendship and their ability to work as a team against a common enemy: in this case, a bad-tempered duck.",1949,,7,['comedy'],['US'],,,,,3.336,6.811
tm137537,The Pied Piper,MOVIE,"The people of Hamelin, overrun with rats, offer a bag of gold to anyone who can get rid of the rats. A piper offers to do the job, and successfully lures the rats into a mirage of cheese, which disappears. The citizens, disappointed that all he did was play a tune, offer only pocket change. The piper, angered, plays a new tune that has all the children of the city follow him, even the new twins the stork is preparing to deliver.",1933,,8,['animation'],['US'],,,,,3.301,6.128
tm80290,Swiss Family Robinson,MOVIE,A family setting out for a new life across the sea is shipwrecked on a deserted island. The family members collaborate to create a home for themselves in the jungle environment.,1940,,93,"['action', 'family']",['US'],,tt0033124,6.4,714.0,3.254,5.4
tm103817,The Goddess of Spring,MOVIE,"The goddess is greeted by dancing flowers and fairies. The devil comes and takes her away to be his queen. She's despondent, as winter settles in above ground. But the devil isn't happy either, and offers anything to make her happy. They reach an agreement: she'll spend six months above ground and six below. Thus we have seasons.",1934,,9,['animation'],['US'],,,,,3.241,5.927
tm78040,Canine Caddy,MOVIE,"Mickey's going golfing, and Pluto is his caddy. Besides the usual caddy duties, Pluto runs to the ball and points to it. But when the ball lands in a gopher hole, Pluto's got another task: chase the gopher. They eventually chase each other through a number of holes in a knoll where Mickey is trying to putt out, causing the knoll to collapse.",1941,,7,['comedy'],['US'],,,,,3.217,6.718
tm117183,Elmer Elephant,MOVIE,"Little Elmer Elephant has a crush on Tillie Tiger and his affection is reciprocated. Trouble is, the pint-sized pachyderm is beset by bullies who ridicule his trunk and make his life miserable. Then a conflagration breaks out at Tillie's tree house.",1936,G,8,['animation'],['US'],,,,,3.126,5.924
tm89100,Mickey's Delayed Date,MOVIE,"Even though Mickey's evening started slow and lazy, things get moving in a hurry when Minnie calls from outside the big dance, wondering why he's late. Luckily his best pal Pluto is happy to help wrangle the uncooperative evening wear and help get him out the door...without the tickets",1947,,7,['comedy'],['US'],,,,,3.102,6.382
tm4872,Bone Bandit,MOVIE,Pluto discovers that a gopher has been stealing bones from his hidden stash.,1948,,7,['animation'],['US'],,,,,3.053,6.3
tm3021,Babes in the Woods,MOVIE,Two children wander the forest and get lured into a witch's house.,1932,,8,['animation'],['US'],,,,,3.052,5.99
tm7388,Mickey Down Under,MOVIE,"Mickey, in the Australian bush, throws a boomerang that gets caught in Pluto’s mouth. Mickey then discovers an egg of an emu. Unfortunately, the parent chases him, but Pluto and the boomerang zoom into his path, leaving the emu all tangled.",1948,,7,['animation'],['US'],,,,,2.991,5.955
tm90592,Rescue Dog,MOVIE,"The snow covered mountains; but not to worry, rescue dog Pluto is on duty. Actually, given that he barely keeps himself safe, maybe you should worry. A playful seal keeps stealing his cask of grog.",1947,,7,['comedy'],['US'],,,,,2.934,6.3
tm4822,How to Play Football,MOVIE,"Taking all the places on both teams, Goofy demonstrates the game of football with varying results, having problems with the coach and the goal post.",1944,,7,['animation'],['US'],,,,,2.873,6.8
tm63613,Pluto and the Gopher,MOVIE,Pluto digs up Minnie's garden and destroys her house in order to catch a pesky gopher-in spite of Minnie's scoldings.,1950,,7,['animation'],['US'],,,,,2.86,6.682
tm95977,Mail Dog,MOVIE,"When a pilot has to turn back due to a severe storm, he drops the mail at a remote outpost where it can be delivered by dogsled. The falling mail pouch lands on Pluto, and he sets out to deliver it. He is continually delayed by a rabbit along the way, but in the end, the rabbit helps Pluto deliver the mail pouch.",1947,,7,['animation'],['US'],,,,,2.599,6.0
tm156870,The Hockey Champ,MOVIE,Donald shows his nephews the moves that won him his hockey trophy. But the boys have a few moves of their own.,1939,,7,['animation'],['US'],,,,,2.596,6.821
tm91651,Double Dribble,MOVIE,"A basketball game of Goofs (P.U. vs. U.U.) in which the players play furiously, often breaking the rules of the game. All of the players are named after Disney artists.",1946,,7,['animation'],['US'],,,,,2.52,6.3
tm60305,Pluto's Surprise Package,MOVIE,"Pluto tries to bring in the mail, which gets more difficult when a package sprouts legs and tries to go swimming. Between the wandering turtle and the wind blowing the other mail around, Pluto's got quite a task ahead. And it's not made easier when both the letters and the turtle go off a large cliff.",1949,,7,['animation'],['US'],,,,,2.512,6.2
tm71205,How to Play Baseball,MOVIE,"Goofy shows us the national pastime. After a brief overview, we have a demonstration of the many possible pitches. On to the World Series, where we go through an eventful inning, culminating in a baseball that disintegrates when being hit.",1942,,8,['comedy'],['US'],,,,,2.479,6.8
tm164081,Sea Scouts,MOVIE,Donald is an admiral on a seagoing voyage with his nephews in which they encounter a ravenous shark.,1939,,8,['animation'],['US'],,,,,2.442,6.2
tm5618,Pluto's Purchase,MOVIE,"Mickey Mouse sends Pluto to buy sausage at the butcher shop, but Butch schemes to steal it.",1948,,7,['animation'],['US'],,,,,2.0,6.8
tm60613,Beaver Valley,MOVIE,"Produced by Walt Disney as part of the ""True-Life Adventures"" series of nature documentaries (1948–60). The film depicts a young male beaver who must defend his new family against hungry predators, mischievous river otters, and the ever-impending threat of winter.",1950,,32,['documentation'],['US'],,,,,1.746,6.7
tm1,Star Wars,MOVIE,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977,PG,121,"['action', 'scifi', 'fantasy']",['US'],,tt0076759,8.6,1378285.0,81.289,8.207
tm88215,The Sound of Music,MOVIE,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",1965,G,174,"['romance', 'drama', 'family']",['US'],,tt0059742,8.1,240945.0,22.793,7.706
tm2,The Empire Strikes Back,MOVIE,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",1980,PG,124,"['action', 'scifi', 'fantasy']",['US'],,tt0080684,8.7,1305888.0,28.328,8.393
ts30718,Schoolhouse Rock!,SHOW,"Schoolhouse Rock! is an American interstitial programming series of animated musical educational short films that aired during the Saturday morning children's programming on the U.S. television network ABC. The topics covered included grammar, science, economics, history, mathematics, and civics. The series' original run lasted from 1973 to 1985, and was later revived with both old and new episodes airing from 1993 to 1999. Additional episodes were produced as recently as 2009 for direct-to-video release.",1973,,3,"['animation', 'family']",['US'],7.0,tt0069627,8.2,4108.0,3.125,7.8
tm14236,Bedknobs and Broomsticks,MOVIE,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,1971,G,117,"['comedy', 'animation', 'family', 'fantasy']",['US'],,tt0066817,7.0,38944.0,18.137,7.0
ts22470,The Muppet Show,SHOW,Go behind the curtains as Kermit the Frog and his muppet friends struggle to put on a weekly variety show.,1976,TV-G,25,"['comedy', 'family', 'music']",['GB'],5.0,tt0074028,8.4,25122.0,17.728,8.014
