Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alek,2023-02-26 14:50:23,00:33:26,Autoplayed: user action: User_Interaction; ,Fauda: Sezon 1: Odcinek 8 (Odcinek 8),,Sony PS4,00:33:33,00:33:33,PL (Poland)
Alek,2023-02-26 14:11:59,00:38:19,,Fauda: Sezon 1: Odcinek 7 (Odcinek 7),,Sony PS4,00:38:24,00:38:24,PL (Poland)
Alek,2023-02-26 14:04:33,00:07:10,,Fauda: Sezon 1: Odcinek 6 (Odcinek 6),,Sony PS4,00:33:36,00:33:36,PL (Poland)
Alek,2023-02-26 13:11:29,00:26:27,,Fauda: Sezon 1: Odcinek 6 (Odcinek 6),,Sony PS4,00:26:32,Not latest view,PL (Poland)
Alek,2023-02-26 12:34:04,00:37:14,,Fauda: Sezon 1: Odcinek 5 (Odcinek 5),,Sony PS4,00:37:19,00:37:19,PL (Poland)
Alek,2023-02-26 12:00:40,00:33:22,,Fauda: Sezon 1: Odcinek 4 (Odcinek 4),,Sony PS4,00:33:27,00:33:27,PL (Poland)
Alek,2023-02-26 11:19:16,00:40:43,Autoplayed: user action: User_Interaction; ,Fauda: Sezon 1: Odcinek 3 (Odcinek 3),,Sony PS4,00:33:40,00:33:40,PL (Poland)
Alek,2023-02-26 10:47:58,00:31:15,,Fauda: Sezon 1: Odcinek 2 (Odcinek 2),,Sony PS4,00:31:21,00:31:21,PL (Poland)
Alek,2023-02-26 10:03:17,00:41:16,Autoplayed: user action: User_Interaction; ,Fauda: Sezon 1: Odcinek 1 (Odcinek 1),,Sony PS4,00:40:55,00:40:55,PL (Poland)
Alek,2023-02-24 21:14:38,02:11:43,,Nie patrz w górę,,Android DefaultWidevineL3Tablet Android Tablet,02:22:43,02:22:43,PL (Poland)
Alek,2023-02-24 21:13:20,00:00:54,,Nie patrz w górę (Klip): Nie patrz w górę,HOOK,Android DefaultWidevineL3Tablet Android Tablet,00:00:54,00:00:54,PL (Poland)
Alek,2023-02-24 21:02:52,00:00:08,Autoplayed: user action: None; ,Opiekunka (zwiastun),TRAILER,Apple iPhone 14 Plus iPhone,00:00:08,00:00:08,PL (Poland)
Alek,2023-02-24 21:02:45,00:00:04,Autoplayed: user action: None; ,Opiekunka (zwiastun),TRAILER,Apple iPhone 14 Plus iPhone,00:00:04,Not latest view,PL (Poland)
Alek,2023-02-24 21:02:37,00:00:05,Autoplayed: user action: None; ,Zwiastun: Dzienna zmiana,TRAILER,Apple iPhone 14 Plus iPhone,00:00:05,00:00:05,PL (Poland)
Alek,2023-02-24 21:01:50,00:00:07,Autoplayed: user action: None; ,A Quiet Place_hook_primary_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:08,00:00:08,PL (Poland)
Alek,2023-02-24 21:01:24,00:00:17,Autoplayed: user action: None; ,Teaser: Armia umarłych,TEASER_TRAILER,Apple iPhone 14 Plus iPhone,00:00:17,00:00:17,PL (Poland)
Alek,2023-02-24 21:00:42,00:00:04,Autoplayed: user action: None; ,Pitch Perfect_hook_04_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:05,00:00:05,PL (Poland)
Alek,2023-02-24 21:00:15,00:00:09,Autoplayed: user action: None; ,W głowie kota (Klip): W głowie kota,HOOK,Apple iPhone 14 Plus iPhone,00:00:09,00:00:09,PL (Poland)
Alek,2023-02-24 20:58:26,00:00:04,Autoplayed: user action: None; ,Nie patrz w górę (Klip): Nie patrz w górę,HOOK,Apple iPhone 14 Plus iPhone,00:00:05,Not latest view,PL (Poland)
Alek,2023-02-24 20:57:05,00:00:04,Autoplayed: user action: None; ,Scent of a Woman_hook_primary_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:04,00:00:04,PL (Poland)
Alek,2023-02-24 20:56:09,00:00:51,Autoplayed: user action: None; ,U ciebie czy u mnie? (zwiastun): U ciebie czy u mnie?,TRAILER,Apple iPhone 14 Plus iPhone,00:00:52,00:00:52,PL (Poland)
Alek,2023-02-24 20:55:59,00:00:04,Autoplayed: user action: None; ,Miłość do kwadratu jeszcze raz (Klip): Miłość do kwadratu jeszcze raz,HOOK,Apple iPhone 14 Plus iPhone,00:00:05,00:00:05,PL (Poland)
Alek,2023-02-24 20:55:43,00:00:12,Autoplayed: user action: None; ,Przybłędy (Klip): Przybłędy,HOOK,Apple iPhone 14 Plus iPhone,00:00:13,Not latest view,PL (Poland)
Alek,2023-02-24 20:54:51,00:00:34,Autoplayed: user action: None; ,Inception_hook_primary_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:35,00:00:35,PL (Poland)
Alek,2023-02-24 20:54:16,00:00:05,Autoplayed: user action: None; ,The Terminal_hook_primary_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:05,00:00:05,PL (Poland)
Alek,2023-02-24 20:54:03,00:00:06,Autoplayed: user action: None; ,The Godfather_hook_primary_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:07,00:00:07,PL (Poland)
Alek,2023-02-24 20:52:15,00:01:11,Autoplayed: user action: None; ,Nie patrz w górę (Klip): Nie patrz w górę,HOOK,Apple iPhone 14 Plus iPhone,00:00:54,Not latest view,PL (Poland)
Alek,2023-02-24 20:51:55,00:00:15,Autoplayed: user action: None; ,Zgubiony telefon (Klip): Zgubiony telefon,HOOK,Apple iPhone 14 Plus iPhone,00:00:16,00:00:16,PL (Poland)
Alek,2023-02-24 20:51:25,00:00:16,Autoplayed: user action: None; ,U ciebie czy u mnie? (zwiastun): U ciebie czy u mnie?,TRAILER,Apple iPhone 14 Plus iPhone,00:00:16,Not latest view,PL (Poland)
Alek,2023-02-17 20:34:13,01:58:40,,Ostateczna operacja,,Sony PS4,01:58:41,01:58:41,PL (Poland)
Alek,2023-02-17 20:33:40,00:00:21,Autoplayed: user action: None; ,Ostateczna operacja (zwiastun),TRAILER,Sony PS4,00:00:22,00:00:22,PL (Poland)
Alek,2023-02-17 20:32:52,00:00:13,Autoplayed: user action: None; ,Czarny Krab (Klip): Czarny Krab,HOOK,Sony PS4,00:00:13,00:00:13,PL (Poland)
Alek,2023-02-17 20:32:19,00:00:04,Autoplayed: user action: None; ,Nazywam się Vendetta (Klip): Nazywam się Vendetta,HOOK,Sony PS4,00:00:04,00:00:04,PL (Poland)
Alek,2023-02-17 20:32:05,00:00:09,Autoplayed: user action: None; ,MOSUL_CLIP_CLIFFHANGER,HOOK,Sony PS4,00:00:09,00:00:09,PL (Poland)
Alek,2023-02-17 20:31:48,00:00:07,Autoplayed: user action: None; ,Zwiastun: Gray Man,TRAILER,Sony PS4,00:00:07,00:00:07,PL (Poland)
Alek,2023-02-17 20:31:36,00:00:07,Autoplayed: user action: None; ,Zwiastun: My i wy,TRAILER,Sony PS4,00:00:07,00:00:07,PL (Poland)
Alek,2023-02-17 20:31:22,00:00:05,Autoplayed: user action: None; ,Zwiastun: Miłość do kwadratu,TRAILER,Sony PS4,00:00:05,00:00:05,PL (Poland)
Alek,2023-02-17 20:30:48,00:00:11,Autoplayed: user action: None; ,Zwiastun: U ciebie czy u mnie?,TRAILER,Sony PS4,00:00:11,00:00:11,PL (Poland)
Alek,2023-02-17 20:30:39,00:00:05,Autoplayed: user action: None; ,Miłość do kwadratu jeszcze raz (Klip): Miłość do kwadratu jeszcze raz,HOOK,Sony PS4,00:00:05,Not latest view,PL (Poland)
Alek,2023-02-17 20:29:54,00:00:06,Autoplayed: user action: None; ,The Spy: Limited Series_hook_03_16x9,HOOK,Sony PS4,00:00:06,00:00:06,PL (Poland)
Alek,2023-02-17 20:28:42,00:00:04,Autoplayed: user action: None; ,Sezon 1 (Klip): Prawo Lidii Poët,HOOK,Sony PS4,00:00:04,00:00:04,PL (Poland)
Alek,2023-02-15 20:18:36,00:00:19,Autoplayed: user action: None; ,The Spy: Limited Series_hook_03_16x9,HOOK,Apple iPhone 14 Plus iPhone,00:00:19,Not latest view,PL (Poland)
Alek,2023-02-12 17:04:14,00:00:28,Autoplayed: user action: None; ,Sezon 1 (Klip): Obserwator,HOOK,Apple iPhone 14 Plus iPhone,00:00:28,00:00:28,PL (Poland)
Alek,2023-02-12 16:59:12,00:00:07,Autoplayed: user action: None; ,Zadzwoń do Saula (zwiastun),TRAILER,Sony PS4,00:00:07,00:00:07,PL (Poland)
Alek,2023-02-12 11:30:12,00:00:02,Autoplayed: user action: User_Interaction; ,Turbulencje: Sezon 4: Na wysokości przelotowej (Odcinek 3),,Sony PS4,00:21:29,00:21:29,PL (Poland)
Alek,2023-02-12 09:51:30,00:21:38,Autoplayed: user action: User_Interaction; ,Turbulencje: Sezon 4: Na wysokości przelotowej (Odcinek 3),,Sony PS4,00:21:30,Not latest view,PL (Poland)
Alek,2023-02-12 09:51:20,00:00:04,Autoplayed: user action: None; ,Sezon 4 (Klip): Turbulencje,HOOK,Sony PS4,00:00:04,00:00:04,PL (Poland)
Alek,2023-02-12 09:51:13,00:00:04,Autoplayed: user action: None; ,Puss in Boots_hook_primary_16x9,HOOK,Sony PS4,00:00:04,00:00:04,PL (Poland)
Alek,2023-02-12 09:50:46,00:00:11,Autoplayed: user action: None; ,Infiesto (Klip): Infiesto,HOOK,Sony PS4,00:00:11,00:00:11,PL (Poland)
Alek,2023-02-12 09:49:23,00:00:24,Autoplayed: user action: None; ,Designated Survivor: Sezon 3 (zwiastun serii),RECAP,Sony PS4,00:00:24,00:00:24,PL (Poland)
Alek,2023-02-12 09:49:06,00:00:12,Autoplayed: user action: None; ,Into the Night: Season 1 - Upper Bound Clip 6,HOOK,Sony PS4,00:00:12,00:00:12,PL (Poland)
Alek,2023-02-12 09:48:51,00:00:10,Autoplayed: user action: None; ,Sezon 1 (Klip): W zamknięciu,HOOK,Sony PS4,00:00:10,00:00:10,PL (Poland)
Alek,2023-02-05 21:55:35,00:02:50,,Zwiastun: My i wy,TRAILER,Sony PS4,00:02:50,Not latest view,PL (Poland)
Alek,2023-02-05 21:55:01,00:00:30,,Season 1 (zwiastun): Wielka Woda,TRAILER,Sony PS4,00:00:30,00:00:30,PL (Poland)
Alek,2023-02-05 21:53:24,00:01:29,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Hit & Run,TRAILER,Sony PS4,00:01:29,00:01:29,PL (Poland)
Alek,2023-02-05 19:44:56,02:06:58,Autoplayed: user action: User_Interaction; ,Na Zachodzie bez zmian,,Sony PS4,02:21:32,02:21:32,PL (Poland)
Alek,2023-02-05 03:30:37,00:00:30,,Season 1 (zwiastun): Wielka Woda,TRAILER,Sony PS4,00:00:30,Not latest view,PL (Poland)
Alek,2023-02-05 03:27:44,00:02:50,,Zwiastun: My i wy,TRAILER,Sony PS4,00:02:50,Not latest view,PL (Poland)
Alek,2023-02-05 03:25:41,00:02:02,,Zwiastun: Śnieżna dziewczyna,TRAILER,Sony PS4,00:02:02,00:02:02,PL (Poland)
Alek,2023-02-05 02:49:14,00:36:20,Autoplayed: user action: User_Interaction; ,Fauda: Sezon 4: Odcinek 12 (Odcinek 12),,Sony PS4,00:36:26,Not latest view,PL (Poland)
Alek,2023-02-05 02:12:29,00:36:40,,Fauda: Sezon 4: Odcinek 11 (Odcinek 11),,Sony PS4,00:36:45,Not latest view,PL (Poland)
Alek,2023-02-05 01:36:50,00:35:36,,Fauda: Sezon 4: Odcinek 10 (Odcinek 10),,Sony PS4,00:35:41,Not latest view,PL (Poland)
Alek,2023-02-05 01:01:13,00:35:30,Autoplayed: user action: User_Interaction; ,Fauda: Sezon 4: Odcinek 9 (Odcinek 9),,Sony PS4,00:35:36,Not latest view,PL (Poland)
Alek,2023-02-05 00:22:58,00:38:12,,Fauda: Sezon 4: Odcinek 8 (Odcinek 8),,Sony PS4,00:38:17,Not latest view,PL (Poland)
Alek,2023-02-04 23:47:22,00:35:33,,Fauda: Sezon 4: Odcinek 7 (Odcinek 7),,Sony PS4,00:35:38,Not latest view,PL (Poland)
Alek,2023-02-04 23:07:42,00:39:35,,Fauda: Sezon 4: Odcinek 6 (Odcinek 6),,Sony PS4,00:39:40,Not latest view,PL (Poland)
Alek,2023-02-04 22:26:48,00:40:51,,Fauda: Sezon 4: Odcinek 5 (Odcinek 5),,Sony PS4,00:40:56,Not latest view,PL (Poland)
Alek,2023-02-04 21:43:17,00:37:59,,Fauda: Sezon 4: Odcinek 4 (Odcinek 4),,Sony PS4,00:38:05,Not latest view,PL (Poland)
Alek,2023-02-04 20:58:30,00:44:42,,Fauda: Sezon 4: Odcinek 3 (Odcinek 3),,Sony PS4,00:44:47,Not latest view,PL (Poland)
Alek,2023-02-04 20:11:34,00:46:52,,Fauda: Sezon 4: Odcinek 2 (Odcinek 2),,Sony PS4,00:46:57,Not latest view,PL (Poland)
Alek,2023-02-04 19:20:59,00:50:27,,Fauda: Sezon 4: Odcinek 1 (Odcinek 1),,Sony PS4,00:50:27,Not latest view,PL (Poland)
Alek,2023-02-04 19:20:36,00:00:03,Autoplayed: user action: None; ,Fauda: Sezon 3: Odcinek 9 (Odcinek 9),,Sony PS4,00:09:28,Not latest view,PL (Poland)
Alek,2023-02-04 19:20:03,00:00:06,Autoplayed: user action: None; ,Teaser: My i wy,TEASER_TRAILER,Sony PS4,00:00:06,00:00:06,PL (Poland)
Alek,2023-02-04 18:50:07,00:28:46,,Pralnia,,Sony PS4,00:00:04,00:00:04,PL (Poland)
Alek,2023-02-04 18:49:37,00:00:25,Autoplayed: user action: None; ,Pralnia (zwiastun),TRAILER,Sony PS4,00:00:25,00:00:25,PL (Poland)
Alek,2023-02-04 18:48:57,00:00:31,Autoplayed: user action: None; ,"Girl, Interrupted_hook_01_16x9",HOOK,Sony PS4,00:00:31,00:00:31,PL (Poland)
Alek,2023-02-04 18:48:27,00:00:21,Autoplayed: user action: None; ,Zwiastun: Ile warte jest ludzkie życie?,TRAILER,Sony PS4,00:00:21,00:00:21,PL (Poland)
Alek,2023-02-04 18:48:10,00:00:10,Autoplayed: user action: None; ,22 lipca (zwiastun),TRAILER,Sony PS4,00:00:11,00:00:11,PL (Poland)
Alek,2023-02-04 18:47:13,00:00:21,Autoplayed: user action: None; ,The Last Family_hook_02_16x9,HOOK,Sony PS4,00:00:21,00:00:21,PL (Poland)
